等级,等级名,悬赏池,入池说明,产物显示名,产物ID,饥饿值,饱和度,效果buff,原料种类数,原料槽位总数,稀有原料数,中间产物原料数,代表机器,代表配方ID,代表配方原料,综合分,分级依据,配方条数,模组,建议难度系数,建议悬赏价值备注,悬赏池文件,悬赏unitWorth
1,T1·简餐基础,T1菜池,分档菜池,竹板,minecraft:bamboo_planks,,,,1,1,0,0,砧板,salvaging/bamboo_furniture.json,任选其一:[竹门(minecraft:bamboo_door) | 竹活板门(minecraft:bamboo_trapdoor) | 竹告示牌(minecraft:bamboo_sign) | 竹悬挂牌(minecraft:bamboo_hanging_sign) | 竹栅栏(minecraft:bamboo_fence) | 竹栅栏门(minecraft:bamboo_fence_gate) | 竹压力板(minecraft:bamboo_pressure_plate) | 竹按钮(minecraft:bamboo_button) | 竹竹筏(minecraft:bamboo_raft) | 竹橱柜(farmersdelight:bamboo_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,甜菜根,minecraft:beetroot,,,,1,1,0,0,工作台,beetroot_from_crate.json,箱装甜菜根(farmersdelight:beetroot_crate),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,甜菜汤,minecraft:beetroot_soup,,,,1,3,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/beetroot_soup.json,甜菜根(#c:crops/beetroot) + 甜菜根(#c:crops/beetroot) + 甜菜根(#c:crops/beetroot),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,白桦木板,minecraft:birch_planks,,,,1,1,0,0,砧板,salvaging/birch_furniture.json,任选其一:[白桦木门(minecraft:birch_door) | 白桦木活板门(minecraft:birch_trapdoor) | 白桦木告示牌(minecraft:birch_sign) | 白桦木悬挂牌(minecraft:birch_hanging_sign) | 白桦木栅栏(minecraft:birch_fence) | 白桦木栅栏门(minecraft:birch_fence_gate) | 白桦木压力板(minecraft:birch_pressure_plate) | 白桦木按钮(minecraft:birch_button) | 白桦木船(minecraft:birch_boat) | 白桦木橱柜(farmersdelight:birch_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,蓝色染料,minecraft:blue_dye,,,,1,1,0,0,石磨,millstone/blue_dye_from_cornflower.json,矢车菊(minecraft:cornflower),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,骨头,minecraft:bone,,,,1,1,0,0,菜板,chopping_board/bone_from_cod.json,熟鳕鱼(minecraft:cooked_cod),1.5,简单加工/无食物数据,4,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,骨粉,minecraft:bone_meal,,,,1,1,0,0,石磨,millstone/bone_meal_from_bone.json,骨头(minecraft:bone),1.5,简单加工/无食物数据,7,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,红砖,minecraft:brick,,,,1,1,0,0,砧板,salvaging/bricks.json,红砖块(minecraft:bricks),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,棕色蘑菇,minecraft:brown_mushroom,,,,1,1,0,0,砧板,cutting/brown_mushroom_colony.json,棕色蘑菇菌落(farmersdelight:brown_mushroom_colony),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,胡萝卜,minecraft:carrot,,,,1,1,0,0,工作台,carrot_from_crate.json,箱装胡萝卜(farmersdelight:carrot_crate),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,樱花木板,minecraft:cherry_planks,,,,1,1,0,0,砧板,salvaging/cherry_furniture.json,任选其一:[樱花木门(minecraft:cherry_door) | 樱花木活板门(minecraft:cherry_trapdoor) | 樱花木告示牌(minecraft:cherry_sign) | 樱花木悬挂牌(minecraft:cherry_hanging_sign) | 樱花木栅栏(minecraft:cherry_fence) | 樱花木栅栏门(minecraft:cherry_fence_gate) | 樱花木压力板(minecraft:cherry_pressure_plate) | 樱花木按钮(minecraft:cherry_button) | 樱花木船(minecraft:cherry_boat) | 樱花木橱柜(farmersdelight:cherry_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,丛林木船,minecraft:chest,,,,1,1,0,0,砧板,salvaging/jungle_chest_boat.json,丛林木储物船(minecraft:jungle_chest_boat),1.5,简单加工/无食物数据,10,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,黏土球,minecraft:clay_ball,,,,1,1,0,0,砧板,cutting/clay.json,黏土块(minecraft:clay),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,煤炭,minecraft:coal,,,,1,1,0,0,石磨,millstone/coal_from_coal_ore.json,煤矿石(minecraft:coal_ore),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,深板岩圆石,minecraft:cobbled_deepslate,,,,1,1,0,0,砧板,salvaging/deepslate.json,深板岩(minecraft:deepslate),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,圆石,minecraft:cobblestone,,,,1,1,0,0,石磨,millstone/cobblestone_from_stone.json,石头(minecraft:stone),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,通用池,简单烤熟/一步加工,牛排,minecraft:cooked_beef,,,,1,1,0,0,炒锅(置于炉灶上),pot/beef_to_cooked_beef_1.json,生牛肉(minecraft:beef),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,11
1,T1·简餐基础,通用池,简单烤熟/一步加工,熟鸡肉,minecraft:cooked_chicken,,,,1,1,0,0,炒锅(置于炉灶上),pot/chicken_to_cooked_chicken_1.json,生鸡肉(minecraft:chicken),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,8
1,T1·简餐基础,通用池,简单烤熟/一步加工,熟鳕鱼,minecraft:cooked_cod,,,,1,1,0,0,炒锅(置于炉灶上),pot/cod_to_cooked_cod_1.json,生鳕鱼(minecraft:cod),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,8
1,T1·简餐基础,通用池,简单烤熟/一步加工,熟羊肉,minecraft:cooked_mutton,,,,1,1,0,0,炒锅(置于炉灶上),pot/mutton_to_cooked_mutton_1.json,生羊肉(minecraft:mutton),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,17
1,T1·简餐基础,通用池,简单烤熟/一步加工,熟猪排,minecraft:cooked_porkchop,,,,1,1,0,0,炒锅(置于炉灶上),pot/porkchop_to_cooked_porkchop_1.json,生猪排(minecraft:porkchop),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,17
1,T1·简餐基础,通用池,简单烤熟/一步加工,熟兔肉,minecraft:cooked_rabbit,,,,1,1,0,0,炒锅(置于炉灶上),pot/rabbit_to_cooked_rabbit_1.json,生兔肉(minecraft:rabbit),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,14
1,T1·简餐基础,通用池,简单烤熟/一步加工,熟鲑鱼,minecraft:cooked_salmon,,,,1,1,0,0,炒锅(置于炉灶上),pot/salmon_to_cooked_salmon_1.json,生鲑鱼(minecraft:salmon),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,9
1,T1·简餐基础,T1菜池,分档菜池,绯红木板,minecraft:crimson_planks,,,,1,1,0,0,砧板,salvaging/crimson_furniture.json,任选其一:[绯红木门(minecraft:crimson_door) | 绯红木活板门(minecraft:crimson_trapdoor) | 绯红木告示牌(minecraft:crimson_sign) | 绯红木悬挂牌(minecraft:crimson_hanging_sign) | 绯红木栅栏(minecraft:crimson_fence) | 绯红木栅栏门(minecraft:crimson_fence_gate) | 绯红木压力板(minecraft:crimson_pressure_plate) | 绯红木按钮(minecraft:crimson_button) | 绯红木橱柜(farmersdelight:crimson_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,青色染料,minecraft:cyan_dye,,,,1,1,0,0,石磨,millstone/cyan_dye_from_pitcher_plant.json,瓶子草(minecraft:pitcher_plant),1.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,深色橡木木板,minecraft:dark_oak_planks,,,,1,1,0,0,砧板,salvaging/dark_oak_furniture.json,任选其一:[深色橡木门(minecraft:dark_oak_door) | 深色橡木活板门(minecraft:dark_oak_trapdoor) | 深色橡木告示牌(minecraft:dark_oak_sign) | 深色橡木悬挂牌(minecraft:dark_oak_hanging_sign) | 深色橡木栅栏(minecraft:dark_oak_fence) | 深色橡木栅栏门(minecraft:dark_oak_fence_gate) | 深色橡木压力板(minecraft:dark_oak_pressure_plate) | 深色橡木按钮(minecraft:dark_oak_button) | 深色橡木船(minecraft:dark_oak_boat) | 深色橡木橱柜(farmersdelight:dark_oak_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,通用池,简单烤熟/一步加工,干海带,minecraft:dried_kelp,,,,1,1,0,0,炒锅(置于炉灶上),pot/kelp_to_dried_kelp_1.json,海带(minecraft:kelp),1.5,简单加工/无食物数据,9,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,food_common_objs,3
1,T1·简餐基础,T1菜池,分档菜池,绿宝石,minecraft:emerald,,,,1,1,0,0,石磨,millstone/emerald_from_deepslate_emerald_ore.json,深层绿宝石矿石(minecraft:deepslate_emerald_ore),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,砂砾,minecraft:flint,,,,1,1,0,0,砧板,cutting/gravel.json,砂砾(minecraft:gravel),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,矿车,minecraft:furnace,,,,1,1,0,0,砧板,salvaging/furnace_minecart.json,动力矿车(minecraft:furnace_minecart),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,金粒,minecraft:gold_nugget,,,,1,1,0,0,石磨,millstone/gold_nugget_from_gilded_blackstone.json,镶金黑石(minecraft:gilded_blackstone),1.5,简单加工/无食物数据,4,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,绿色染料,minecraft:green_dye,,,,1,1,0,0,石磨,millstone/green_dye_from_cactus.json,仙人掌(minecraft:cactus),1.5,简单加工/无食物数据,5,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,火药,minecraft:gunpowder,,,,1,1,0,0,石磨,millstone/gunpowder_from_flint.json,燧石(minecraft:flint),1.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,矿车,minecraft:hopper,,,,1,1,0,0,砧板,salvaging/hopper_minecart.json,漏斗矿车(minecraft:hopper_minecart),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,皮革,minecraft:iron_nugget,,,,1,1,0,0,砧板,salvaging/saddle.json,鞍(minecraft:saddle),1.5,简单加工/无食物数据,3,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,丛林木板,minecraft:jungle_planks,,,,1,1,0,0,砧板,salvaging/jungle_furniture.json,任选其一:[丛林木门(minecraft:jungle_door) | 丛林木活板门(minecraft:jungle_trapdoor) | 丛林木告示牌(minecraft:jungle_sign) | 丛林木悬挂牌(minecraft:jungle_hanging_sign) | 丛林木栅栏(minecraft:jungle_fence) | 丛林木栅栏门(minecraft:jungle_fence_gate) | 丛林木压力板(minecraft:jungle_pressure_plate) | 丛林木按钮(minecraft:jungle_button) | 丛林木船(minecraft:jungle_boat) | 丛林木橱柜(farmersdelight:jungle_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,青金石,minecraft:lapis_lazuli,,,,1,1,0,0,石磨,millstone/lapis_lazuli_from_deepslate_lapis_ore.json,深层青金石矿石(minecraft:deepslate_lapis_ore),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,拴绳,minecraft:lead,,,,1,1,0,0,工作台,lead_from_straw.json,草秆(farmersdelight:straw)×5,1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,皮革,minecraft:leather,,,,1,1,0,0,砧板,salvaging/leather_armor.json,任选其一:[皮革头盔(minecraft:leather_helmet) | 皮革胸甲(minecraft:leather_chestplate) | 皮革护腿(minecraft:leather_leggings) | 皮革靴(minecraft:leather_boots)],1.5,简单加工/无食物数据,2,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,淡蓝色染料,minecraft:light_blue_dye,,,,1,1,0,0,石磨,millstone/light_blue_dye_from_blue_orchid.json,兰花(minecraft:blue_orchid),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,淡灰色染料,minecraft:light_gray_dye,,,,1,1,0,0,石磨,millstone/light_gray_dye_from_azure_bluet.json,蓝花美耳草(minecraft:azure_bluet),1.5,简单加工/无食物数据,6,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,洋葱,minecraft:lime_dye,,,,1,1,0,0,砧板,cutting/wild_onions.json,野生洋葱(farmersdelight:wild_onions),1.5,简单加工/无食物数据,4,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,品红色染料,minecraft:magenta_dye,,,,1,1,0,0,石磨,millstone/magenta_dye_from_allium.json,绒球葱(minecraft:allium),1.5,简单加工/无食物数据,3,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,红树木板,minecraft:mangrove_planks,,,,1,1,0,0,砧板,salvaging/mangrove_furniture.json,任选其一:[红树木门(minecraft:mangrove_door) | 红树木活板门(minecraft:mangrove_trapdoor) | 红树木告示牌(minecraft:mangrove_sign) | 红树木悬挂牌(minecraft:mangrove_hanging_sign) | 红树木栅栏(minecraft:mangrove_fence) | 红树木栅栏门(minecraft:mangrove_fence_gate) | 红树木压力板(minecraft:mangrove_pressure_plate) | 红树木按钮(minecraft:mangrove_button) | 红树木船(minecraft:mangrove_boat) | 红树木橱柜(farmersdelight:mangrove_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,西瓜片,minecraft:melon_slice,,,,1,1,0,0,砧板,cutting/melon.json,西瓜(minecraft:melon),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,排除,非食用,下界砖,minecraft:nether_brick,,,,1,1,0,0,砧板,salvaging/nether_bricks.json,下界砖块(minecraft:nether_bricks),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,橡木木板,minecraft:oak_planks,,,,1,1,0,0,砧板,salvaging/oak_furniture.json,任选其一:[橡木门(minecraft:oak_door) | 橡木活板门(minecraft:oak_trapdoor) | 橡木告示牌(minecraft:oak_sign) | 橡木悬挂牌(minecraft:oak_hanging_sign) | 橡木栅栏(minecraft:oak_fence) | 橡木栅栏门(minecraft:oak_fence_gate) | 橡木压力板(minecraft:oak_pressure_plate) | 橡木按钮(minecraft:oak_button) | 橡木船(minecraft:oak_boat) | 橡木橱柜(farmersdelight:oak_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,橙色染料,minecraft:orange_dye,,,,1,1,0,0,石磨,millstone/orange_dye_from_orange_tulip.json,橙色郁金香(minecraft:orange_tulip),1.5,简单加工/无食物数据,4,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,纸,minecraft:paper,,,,1,3,0,0,工作台,paper_from_tree_bark.json,树皮(farmersdelight:tree_bark) + 树皮(farmersdelight:tree_bark) + 树皮(farmersdelight:tree_bark),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,粉红色染料,minecraft:pink_dye,,,,1,1,0,0,石磨,millstone/pink_dye_from_peony.json,牡丹(minecraft:peony),1.5,简单加工/无食物数据,4,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,磨制安山岩,minecraft:polished_andesite,,,,1,1,0,0,石磨,millstone/polished_andesite_from_andesite.json,安山岩(minecraft:andesite),1.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,磨制玄武岩,minecraft:polished_basalt,,,,1,1,0,0,石磨,millstone/polished_basalt_from_basalt.json,玄武岩(minecraft:basalt),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,磨制黑石,minecraft:polished_blackstone,,,,1,1,0,0,石磨,millstone/polished_blackstone_from_blackstone.json,黑石(minecraft:blackstone),1.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,磨制深板岩,minecraft:polished_deepslate,,,,1,1,0,0,石磨,millstone/polished_deepslate_from_cobbled_deepslate.json,深板岩圆石(minecraft:cobbled_deepslate),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,磨制闪长岩,minecraft:polished_diorite,,,,1,1,0,0,石磨,millstone/polished_diorite_from_diorite.json,闪长岩(minecraft:diorite),1.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,磨制花岗岩,minecraft:polished_granite,,,,1,1,0,0,石磨,millstone/polished_granite_from_granite.json,花岗岩(minecraft:granite),1.5,简单加工/无食物数据,1,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,马铃薯,minecraft:potato,,,,1,1,0,0,工作台,potato_from_crate.json,箱装马铃薯(farmersdelight:potato_crate),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,南瓜,minecraft:pumpkin,,,,1,1,0,1,工作台,pumpkin_from_slices.json,南瓜片(farmersdelight:pumpkin_slice)×4,1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,南瓜种子,minecraft:pumpkin_seeds,,,,1,1,0,1,工作台,pumpkin_seeds_from_slice.json,南瓜片(farmersdelight:pumpkin_slice),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,非通用烤熟类,马铃薯,minecraft:purple_dye,,,,1,1,0,0,砧板,cutting/wild_potatoes.json,野生马铃薯(farmersdelight:wild_potatoes),1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,下界石英,minecraft:quartz,,,,1,1,0,0,石磨,millstone/quartz_from_chiseled_quartz_block.json,錾制石英块(minecraft:chiseled_quartz_block),1.5,简单加工/无食物数据,7,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,粗铜,minecraft:raw_copper,,,,1,1,0,0,石磨,millstone/raw_copper_from_copper_ore.json,铜矿石(minecraft:copper_ore),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,粗金,minecraft:raw_gold,,,,1,1,0,0,石磨,millstone/raw_gold_from_deepslate_gold_ore.json,深层金矿石(minecraft:deepslate_gold_ore),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,粗铁,minecraft:raw_iron,,,,1,1,0,0,石磨,millstone/raw_iron_from_deepslate_iron_ore.json,深层铁矿石(minecraft:deepslate_iron_ore),1.5,简单加工/无食物数据,2,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
